N,fpt_mean,fpt_sd
32.0,29788.6142646,28930.2827045
59.0,24877.8141056,25613.4592931
107.0,11600.1672405,11402.9911607
196.0,4919.93429289,4347.54159552
360.0,2585.66476549,2309.92189866
658.0,1432.83151957,1355.3935216
1205.0,865.507495597,888.177996678
2206.0,451.29590136,396.953244945
4039.0,269.632333334,195.446377307
7395.0,185.62802318,128.223711456
13539.0,121.414408093,60.6364808432
