N,fpt_mean,fpt_sd
32.0,56155.2571729,57133.9975897
59.0,89044.0227858,89001.0974779
107.0,58761.6531888,59842.3762681
196.0,17623.2317113,15713.6438221
360.0,5260.35559714,5372.99298149
658.0,1908.74735464,1614.87022561
1205.0,811.339417633,744.069001065
2206.0,458.852734276,378.771410795
4039.0,290.524178261,205.920833314
7395.0,193.160823029,136.494241045
13539.0,128.393834341,69.4867660075
