N,fpt_mean,fpt_sd
32.0,29574.6166591,26649.9667099
59.0,23946.3926216,20989.5998463
107.0,27261.3319127,28147.7497584
196.0,31516.3859312,23123.9642414
360.0,34848.4320942,28976.0966356
658.0,28913.9866601,28344.7973781
1205.0,22676.9680388,22174.4442892
2206.0,10409.0856827,9492.32078568
4039.0,6414.87167522,6466.22231617
7395.0,3625.48827393,4364.09105409
13539.0,1847.83940686,1887.22551775
