N,fpt_mean,fpt_sd
32.00,122701.92164900,125123.28718972
59.00,179754.74278550,182645.43171659
107.00,257304.56104844,275141.94502278
196.00,236003.51348664,227092.71449228
360.00,127837.39576950,131548.88610942
658.00,75041.37227110,71188.02658166
1205.00,41656.13363030,40962.71734524
2206.00,19785.91229840,19442.47281002
4039.00,12201.57736110,11572.40603049
7395.00,6145.33463217,5701.73579567
13539.00,3498.94000870,3557.54525505
