N,fpt_mean,fpt_sd
32.0,27728.383833,26440.8492886
59.0,17148.8326141,16851.4253601
107.0,7707.93820747,7445.35822702
196.0,5166.16234736,5095.38820389
360.0,2599.39500625,2760.82851898
658.0,1522.42436777,1282.92652228
1205.0,870.114263836,852.133248903
2206.0,468.172060263,380.076358029
4039.0,275.337495048,261.421402451
7395.0,163.399827322,108.453133325
13539.0,119.835251003,74.0212907057
