0.0,0.0,102.0
38.0,8.0,50.0
0.0,0.0,102.0
0.0,0.0,105.0
0.0,0.0,93.0
0.0,0.0,106.0
3.0,0.0,81.0
43.0,6.0,52.0
58.0,17.0,12.0
0.0,0.0,104.0
0.0,0.0,96.0
0.0,0.0,98.0
0.0,0.0,86.0
35.0,3.0,57.0
0.0,0.0,112.0
0.0,0.0,108.0
0.0,0.0,111.0
33.0,4.0,84.0
0.0,0.0,118.0
0.0,0.0,87.0
0.0,0.0,105.0
0.0,0.0,117.0
55.0,8.0,25.0
57.0,13.0,50.0
0.0,0.0,103.0
0.0,0.0,99.0
0.0,0.0,100.0
0.0,0.0,118.0
12.0,1.0,96.0
5.0,4.0,86.0
0.0,0.0,101.0
0.0,0.0,106.0
3.0,0.0,94.0
0.0,0.0,101.0
0.0,0.0,106.0
0.0,0.0,98.0
0.0,0.0,102.0
0.0,0.0,76.0
0.0,0.0,104.0
0.0,0.0,116.0
12.0,0.0,75.0
18.0,4.0,86.0
9.0,1.0,91.0
0.0,0.0,91.0
0.0,0.0,116.0
6.0,1.0,84.0
0.0,0.0,95.0
0.0,0.0,93.0
56.0,7.0,36.0
0.0,0.0,104.0
0.0,0.0,102.0
0.0,0.0,94.0
48.0,16.0,38.0
0.0,0.0,101.0
0.0,0.0,88.0
0.0,0.0,114.0
0.0,0.0,105.0
0.0,0.0,112.0
0.0,0.0,107.0
0.0,0.0,108.0
0.0,0.0,106.0
0.0,0.0,113.0
0.0,0.0,104.0
0.0,0.0,86.0
0.0,0.0,109.0
0.0,0.0,94.0
32.0,4.0,59.0
0.0,0.0,106.0
0.0,0.0,108.0
77.0,13.0,27.0
0.0,0.0,111.0
0.0,0.0,100.0
49.0,10.0,50.0
0.0,0.0,106.0
0.0,0.0,113.0
0.0,0.0,109.0
0.0,0.0,103.0
27.0,6.0,62.0
5.0,2.0,91.0
0.0,0.0,108.0
0.0,0.0,89.0
0.0,0.0,92.0
0.0,0.0,98.0
0.0,0.0,97.0
0.0,0.0,98.0
23.0,4.0,67.0
0.0,0.0,119.0
37.0,11.0,68.0
0.0,0.0,101.0
0.0,0.0,109.0
0.0,0.0,103.0
0.0,0.0,85.0
57.0,18.0,7.0
0.0,0.0,95.0
43.0,7.0,58.0
6.0,1.0,94.0
0.0,0.0,84.0
19.0,3.0,65.0
0.0,0.0,98.0
0.0,0.0,101.0
0.0,0.0,107.0
0.0,0.0,105.0
22.0,5.0,80.0
83.0,20.0,2.0
0.0,0.0,97.0
0.0,0.0,86.0
0.0,0.0,107.0
0.0,0.0,104.0
0.0,0.0,98.0
0.0,0.0,118.0
26.0,5.0,53.0
0.0,0.0,96.0
64.0,19.0,27.0
0.0,0.0,97.0
0.0,0.0,103.0
22.0,9.0,71.0
0.0,0.0,94.0
28.0,4.0,45.0
0.0,0.0,113.0
30.0,12.0,42.0
0.0,0.0,93.0
59.0,10.0,41.0
80.0,15.0,19.0
0.0,0.0,98.0
37.0,9.0,43.0
0.0,0.0,109.0
0.0,0.0,105.0
0.0,0.0,103.0
0.0,0.0,89.0
0.0,0.0,105.0
0.0,0.0,100.0
0.0,0.0,84.0
0.0,0.0,97.0
54.0,29.0,40.0
0.0,0.0,108.0
0.0,0.0,108.0
0.0,0.0,94.0
0.0,0.0,106.0
0.0,0.0,101.0
0.0,0.0,107.0
0.0,0.0,106.0
0.0,0.0,85.0
0.0,0.0,96.0
0.0,0.0,107.0
0.0,0.0,84.0
0.0,0.0,103.0
31.0,16.0,36.0
0.0,0.0,83.0
0.0,0.0,103.0
0.0,0.0,107.0
37.0,13.0,30.0
0.0,0.0,97.0
34.0,9.0,61.0
41.0,5.0,43.0
78.0,20.0,8.0
16.0,0.0,64.0
32.0,6.0,56.0
19.0,5.0,73.0
26.0,2.0,66.0
0.0,0.0,104.0
0.0,0.0,100.0
0.0,0.0,111.0
0.0,0.0,102.0
12.0,0.0,72.0
0.0,0.0,94.0
30.0,8.0,64.0
35.0,9.0,55.0
0.0,0.0,99.0
86.0,18.0,9.0
0.0,0.0,101.0
0.0,0.0,98.0
0.0,0.0,111.0
46.0,14.0,44.0
0.0,0.0,92.0
81.0,12.0,10.0
0.0,0.0,102.0
20.0,4.0,76.0
0.0,0.0,97.0
0.0,0.0,85.0
0.0,0.0,104.0
0.0,0.0,95.0
0.0,0.0,112.0
0.0,0.0,81.0
4.0,1.0,75.0
0.0,0.0,106.0
0.0,0.0,104.0
19.0,2.0,58.0
0.0,0.0,108.0
0.0,0.0,100.0
34.0,10.0,60.0
0.0,0.0,104.0
18.0,3.0,90.0
6.0,3.0,96.0
1.0,0.0,105.0
0.0,1.0,96.0
0.0,0.0,99.0
87.0,13.0,11.0
0.0,0.0,108.0
0.0,0.0,92.0
0.0,0.0,112.0
0.0,0.0,113.0
0.0,0.0,106.0
0.0,0.0,104.0
0.0,0.0,86.0
0.0,0.0,70.0
0.0,0.0,98.0
0.0,0.0,104.0
0.0,0.0,94.0
0.0,0.0,99.0
0.0,0.0,114.0
0.0,0.0,108.0
63.0,20.0,14.0
0.0,0.0,90.0
56.0,25.0,17.0
53.0,4.0,40.0
0.0,0.0,108.0
0.0,0.0,116.0
0.0,0.0,92.0
49.0,6.0,47.0
0.0,0.0,104.0
0.0,0.0,109.0
27.0,4.0,77.0
0.0,0.0,99.0
0.0,0.0,104.0
29.0,7.0,52.0
0.0,0.0,84.0
0.0,0.0,118.0
48.0,18.0,51.0
0.0,0.0,97.0
0.0,0.0,99.0
0.0,0.0,107.0
31.0,6.0,62.0
53.0,26.0,41.0
0.0,0.0,110.0
0.0,0.0,104.0
0.0,0.0,108.0
8.0,5.0,81.0
0.0,0.0,112.0
0.0,0.0,114.0
16.0,10.0,65.0
0.0,0.0,98.0
0.0,0.0,105.0
4.0,0.0,103.0
75.0,6.0,26.0
9.0,0.0,87.0
0.0,0.0,89.0
47.0,11.0,52.0
0.0,0.0,104.0
0.0,0.0,123.0
0.0,0.0,102.0
4.0,1.0,113.0
0.0,0.0,97.0
42.0,4.0,59.0
0.0,0.0,95.0
1.0,6.0,101.0
8.0,3.0,91.0
0.0,0.0,108.0
5.0,0.0,84.0
0.0,0.0,102.0
5.0,6.0,94.0
0.0,0.0,103.0
0.0,0.0,107.0
27.0,5.0,82.0
0.0,0.0,97.0
4.0,1.0,102.0
0.0,0.0,90.0
0.0,0.0,82.0
0.0,0.0,93.0
0.0,0.0,96.0
21.0,12.0,59.0
0.0,0.0,108.0
8.0,3.0,92.0
0.0,0.0,101.0
0.0,0.0,103.0
0.0,0.0,101.0
0.0,0.0,101.0
0.0,0.0,106.0
0.0,0.0,109.0
14.0,2.0,86.0
0.0,0.0,96.0
0.0,0.0,106.0
0.0,0.0,99.0
0.0,0.0,97.0
7.0,3.0,77.0
0.0,0.0,87.0
0.0,0.0,103.0
0.0,0.0,100.0
9.0,0.0,101.0
0.0,0.0,106.0
0.0,0.0,100.0
0.0,0.0,101.0
66.0,16.0,22.0
0.0,0.0,100.0
25.0,13.0,49.0
9.0,4.0,82.0
52.0,17.0,35.0
0.0,0.0,94.0
0.0,0.0,91.0
6.0,0.0,90.0
0.0,0.0,106.0
71.0,20.0,29.0
0.0,0.0,98.0
47.0,20.0,44.0
0.0,0.0,89.0
0.0,0.0,94.0
0.0,0.0,96.0
0.0,0.0,71.0
3.0,0.0,106.0
0.0,0.0,109.0
0.0,0.0,97.0
38.0,9.0,57.0
0.0,0.0,108.0
0.0,0.0,104.0
0.0,0.0,97.0
15.0,6.0,81.0
0.0,0.0,102.0
51.0,6.0,46.0
0.0,0.0,91.0
38.0,4.0,56.0
11.0,1.0,86.0
0.0,0.0,102.0
0.0,0.0,79.0
0.0,0.0,105.0
0.0,0.0,90.0
0.0,0.0,95.0
0.0,0.0,89.0
8.0,2.0,82.0
0.0,0.0,100.0
0.0,0.0,106.0
0.0,0.0,109.0
0.0,0.0,96.0
0.0,0.0,87.0
0.0,0.0,98.0
0.0,0.0,101.0
0.0,0.0,102.0
58.0,13.0,38.0
22.0,23.0,39.0
0.0,0.0,96.0
25.0,5.0,80.0
0.0,0.0,114.0
4.0,2.0,99.0
0.0,0.0,84.0
0.0,0.0,97.0
0.0,0.0,102.0
0.0,0.0,82.0
0.0,0.0,84.0
0.0,0.0,87.0
0.0,0.0,104.0
80.0,7.0,21.0
0.0,0.0,106.0
36.0,8.0,68.0
0.0,0.0,131.0
0.0,0.0,101.0
0.0,0.0,107.0
0.0,0.0,89.0
0.0,0.0,100.0
0.0,0.0,103.0
63.0,11.0,27.0
0.0,0.0,114.0
22.0,5.0,63.0
49.0,18.0,31.0
0.0,0.0,107.0
0.0,0.0,98.0
0.0,0.0,89.0
0.0,0.0,104.0
0.0,0.0,111.0
0.0,0.0,91.0
0.0,0.0,101.0
0.0,0.0,100.0
0.0,0.0,81.0
17.0,3.0,81.0
11.0,4.0,77.0
1.0,1.0,111.0
0.0,0.0,109.0
58.0,4.0,38.0
0.0,0.0,106.0
0.0,0.0,109.0
0.0,0.0,110.0
0.0,0.0,94.0
0.0,0.0,117.0
0.0,0.0,104.0
0.0,0.0,113.0
2.0,1.0,101.0
53.0,15.0,46.0
0.0,0.0,102.0
0.0,0.0,90.0
22.0,6.0,67.0
25.0,10.0,58.0
9.0,9.0,75.0
33.0,1.0,69.0
0.0,0.0,91.0
16.0,3.0,77.0
0.0,0.0,105.0
0.0,0.0,111.0
0.0,0.0,103.0
0.0,0.0,98.0
0.0,0.0,103.0
0.0,0.0,105.0
0.0,0.0,113.0
0.0,0.0,93.0
0.0,0.0,91.0
23.0,5.0,63.0
55.0,29.0,25.0
1.0,0.0,95.0
0.0,0.0,96.0
0.0,0.0,100.0
0.0,0.0,79.0
0.0,0.0,103.0
0.0,0.0,106.0
0.0,0.0,103.0
0.0,0.0,106.0
3.0,0.0,89.0
33.0,11.0,65.0
0.0,0.0,111.0
0.0,0.0,108.0
0.0,0.0,103.0
4.0,0.0,94.0
0.0,0.0,97.0
0.0,0.0,99.0
0.0,0.0,105.0
0.0,0.0,106.0
0.0,0.0,107.0
0.0,0.0,114.0
0.0,0.0,108.0
0.0,0.0,100.0
0.0,0.0,107.0
0.0,0.0,85.0
0.0,0.0,100.0
44.0,6.0,47.0
22.0,3.0,58.0
0.0,0.0,111.0
0.0,0.0,88.0
0.0,0.0,90.0
24.0,3.0,55.0
0.0,0.0,112.0
0.0,0.0,105.0
0.0,0.0,108.0
0.0,0.0,107.0
0.0,0.0,104.0
0.0,0.0,89.0
