N,fpt_mean,fpt_sd
32.0,30809.1188321,32132.2127471
59.0,23231.021927,25902.1981891
107.0,24838.6352562,22848.8077321
196.0,34310.840113,33506.1136479
360.0,35576.5605597,34915.6544312
658.0,34159.211337,31679.2572795
1205.0,20059.1463773,19395.1047442
2206.0,10604.7544447,9599.95773482
4039.0,5496.84079084,5180.74679599
7395.0,3522.93244893,3519.02249172
13539.0,1739.87041526,1647.52909758
