N,fpt_mean,fpt_sd
32.0,52143.274747,49944.845397
59.0,91802.7686573,89225.2403734
107.0,52767.8098558,50004.275323
196.0,10728.1673791,13015.6873787
360.0,3522.2230946,5101.4593646
658.0,291.56927973,682.574913978
1205.0,57.756419703,85.0160398854
2206.0,29.3862111886,35.5036856964
4039.0,19.0820353994,22.5948679482
7395.0,6.93532868557,5.80012634298
13539.0,4.57673723844,4.95456608806
