N,fpt_mean,fpt_sd
32.0,104220.843708,92530.5033089
59.0,75338.1288831,66633.2919626
107.0,52264.7165514,49335.7550844
196.0,26602.2988378,27074.9706931
360.0,15285.1678178,16704.3253251
658.0,9512.8431465,8644.15412228
1205.0,5079.90296875,4228.25167264
2206.0,2506.73959313,2664.6658695
4039.0,1279.79907457,1264.47606315
7395.0,752.977569611,742.266154736
13539.0,480.488892652,483.131665129
