N,fpt_mean,fpt_sd
32.0,25460.15644795432,26433.285188814105
59.0,15681.338916121138,14454.357779001766
107.0,8839.91685093566,8207.226817705621
196.0,4941.04114600171,4392.635834379365
360.0,2462.43295417747,2387.489416208417
658.0,1425.2171695281531,1334.5955611469465
1205.0,808.2620072587918,740.6617100309625
2206.0,461.3949764721364,371.0362954851853
4039.0,286.86577801001465,272.88606568216045
7395.0,186.56791687168757,129.2395928952234
13539.0,127.89958260456936,84.53484935665323
