N,fpt_mean,fpt_sd
32.0,101983.34321,114089.920956
59.0,68408.0561265,69898.9606789
107.0,41839.353923,38035.4288167
196.0,28026.7045636,28749.73447
360.0,14677.2642045,14387.5794667
658.0,9060.33708771,8983.11901385
1205.0,5037.27919104,5600.33632104
2206.0,2558.0589504,2358.53259117
4039.0,1619.8699013,1717.94285609
7395.0,743.503961505,758.298231823
13539.0,439.5829399,434.867533724
