N,fpt_mean,fpt_sd
32.0,28976.8887521,26686.9828766
59.0,28683.1312614,32980.8231353
107.0,31641.3889335,28151.3268551
196.0,29049.585778,35277.9729789
360.0,35709.726308,31898.6999214
658.0,32453.0749029,31758.3796185
1205.0,20655.254635,22048.0898816
2206.0,9676.136745,9734.11715794
4039.0,5871.69244566,5312.53408344
7395.0,2968.2596656,2750.05167031
13539.0,1745.61135464,2011.5621236
